10	7	91	24.6094	41.625	1-12 11-13 2-3 1-1 1-1 
11	7	91	24.6094	41.625	11-12 1-2 7-13 1-1 1-1 
12	7	91	24.6094	41.625	1-12 7-13 2-3 1-1 1-1 
13	7	91	24.6094	41.625	11-12 1-2 3-13 1-1 1-1 
14	7	91	24.6094	41.625	1-12 3-13 2-3 1-1 1-1 
15	7	91	24.6094	41.625	11-12 1-2 10-11 1-1 1-1 
16	7	91	24.6094	41.625	1-12 10-11 2-3 1-1 1-1 
17	7	91	24.6094	41.625	11-12 1-2 9-10 1-1 1-1 
18	7	91	24.6094	41.625	1-12 9-10 2-3 1-1 1-1 
19	7	91	24.6094	41.625	11-12 1-2 8-9 1-1 1-1 
20	7	91	24.6094	41.625	1-12 8-9 2-3 1-1 1-1 
21	7	91	24.6094	41.625	11-12 1-2 7-8 1-1 1-1 
22	7	91	24.6094	41.625	1-12 7-8 2-3 1-1 1-1 
23	7	91	24.6094	41.625	11-12 1-2 6-7 1-1 1-1 
24	7	91	24.6094	41.625	1-12 6-7 2-3 1-1 1-1 
25	7	91	24.6094	41.625	11-12 1-2 5-6 1-1 1-1 
26	7	91	24.6094	41.625	1-12 5-6 2-3 1-1 1-1 
27	7	91	24.6094	41.625	11-12 1-2 4-5 1-1 1-1 
28	7	91	24.6094	41.625	1-12 4-5 2-3 1-1 1-1 
29	7	91	24.6094	41.625	11-12 1-2 3-4 1-1 1-1 
30	7	91	24.6094	41.625	1-12 3-4 2-3 1-1 1-1 
31	11	143	24.6094	41.625	11-12 1-2 2-3 1-1 1-1 1-1 
32	11	143	24.6094	41.625	1-12 2-3 2-3 1-1 1-1 1-1 
33	11	143	25	42.75	1-12 2-3 11-12 1-1 1-1 1-1 
34	11	143	25	42.75	11-12 1-12 2-3 1-1 1-1 1-1 
35	12	156	25.3906	43.875	11-12 1-2 9-10 1-12 1-1 1-1 
36	12	156	25.3906	43.875	11-12 2-3 11-13 1-12 1-1 1-1 1-1 
37	12	156	25.3906	43.875	1-12 10-11 1-12 2-3 1-1 1-1 
38	8	104	25.3906	43.875	11-12 3-13 6-7 1-1 1-1 
39	16	208	25.3906	43.875	11-12 1-2 2-3 1-12 1-1 1-1 
40	8	104	25.3906	43.875	1-12 6-7 3-13 1-1 1-1 
41	12	156	25.3906	43.875	1-12 3-4 1-12 2-3 1-1 1-1 
42	8	104	25.3906	43.875	11-12 11-13 9-10 1-1 1-1 
43	12	156	25.3906	43.875	11-12 1-2 4-5 1-12 1-1 1-1 
44	12	156	25.3906	43.875	11-12 1-2 3-4 1-12 1-1 1-1 
45	12	156	25.3906	43.875	1-12 4-5 1-12 2-3 1-1 1-1 
46	12	156	25.3906	43.875	11-12 1-2 10-11 1-12 1-1 1-1 
47	8	104	25.3906	43.875	3-13 1-12 6-7 1-1 1-1 
48	12	156	25.3906	43.875	1-12 3-13 1-12 2-3 1-1 1-1 
49	12	156	25.3906	43.875	11-12 1-2 11-13 1-12 1-1 1-1 
50	12	156	25.3906	43.875	1-12 5-6 1-12 2-3 1-1 1-1 
51	8	104	25.3906	43.875	11-12 7-13 2-3 1-1 1-1 
